good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
The newspaper reported what the suspect killed the witness with in the middle of the night.,The newspaper reported that the suspect killed the witness with in the middle of the night.,fgd_pp,what_gap,that_gap,11,418
We recall that the man placed a delicate plate next to the open fire over an hour ago.,We recall what the man placed a delicate plate next to the open fire over an hour ago.,fgd_pp,that_nogap,what_nogap,12,419
We recall what the man placed a delicate plate next to over an hour ago.,We recall that the man placed a delicate plate next to over an hour ago.,fgd_pp,what_gap,that_gap,12,420
I remember that the nurse should administer the new medicine to the sick patient without any delay.,I remember who the nurse should administer the new medicine to the sick patient without any delay.,fgd_pp,that_nogap,what_nogap,13,421
I remember who the nurse should administer the new medicine to without any delay.,I remember that the nurse should administer the new medicine to without any delay.,fgd_pp,what_gap,that_gap,13,422
Our friend knew that the gossip column revealed family secrets to the public yesterday.,Our friend knew who the gossip column revealed family secrets to the public yesterday.,fgd_pp,that_nogap,what_nogap,14,423
Our friend knew who the gossip column revealed family secrets to yesterday.,Our friend knew that the gossip column revealed family secrets to yesterday.,fgd_pp,what_gap,that_gap,14,424
The mayor told me that the authorities repaired the golf course for a wealthy businessman over the summer.,The mayor told me who the authorities repaired the golf course for a wealthy businessman over the summer.,fgd_pp,that_nogap,what_nogap,15,425
The mayor told me who the authorities repaired the golf course for over the summer.,The mayor told me that the authorities repaired the golf course for over the summer.,fgd_pp,what_gap,that_gap,15,426
My friend remembers that the government collected sensitive data about foreign threats using illegal methods.,My friend remembers what the government collected sensitive data about foreign threats using illegal methods.,fgd_pp,that_nogap,what_nogap,16,427
My friend remembers what the government collected sensitive data about using illegal methods.,My friend remembers that the government collected sensitive data about using illegal methods.,fgd_pp,what_gap,that_gap,16,428
The newspaper said that the neighbors sold a convertible to the new couple last month.,The newspaper said who the neighbors sold a convertible to the new couple last month.,fgd_pp,that_nogap,what_nogap,17,429
The newspaper said who the neighbors sold a convertible to last month.,The newspaper said that the neighbors sold a convertible to last month.,fgd_pp,what_gap,that_gap,17,430
Our neighbor said that the student sent a package to her mother over a week ago.,Our neighbor said who the student sent a package to her mother over a week ago.,fgd_pp,that_nogap,what_nogap,18,431
Our neighbor said who the student sent a package to over a week ago.,Our neighbor said that the student sent a package to over a week ago.,fgd_pp,what_gap,that_gap,18,432
My friend told me that the university hired a new administrator to help with increased enrollment for the following year.,My friend told me what the university hired a new administrator to help with increased enrollment for the following year.,fgd_pp,that_nogap,what_nogap,19,433
My friend told me what the university hired a new administrator to help with for the following year.,My friend told me that the university hired a new administrator to help with for the following year.,fgd_pp,what_gap,that_gap,19,434
She can not believe that my good friend stole a candy bar from the store when he was young.,She can not believe what my good friend stole a candy bar from the store when he was young.,fgd_pp,that_nogap,what_nogap,20,435
